iter	RMSE
282	0.03942883103
283	0.03932812679
284	0.03918972462
285	0.03910325022
286	0.03907956444
287	0.0390556427
288	0.03902849267
289	0.03891034192
290	0.03884961132
291	0.03877217471
292	0.03872100207
293	0.03869732066
294	0.0386225121
295	0.03856983322
296	0.03844578216
297	0.03842237732
298	0.03838279643
299	0.03831016938
300	0.03828846925
301	0.03822526649
302	0.03815041917
303	0.03812956859
304	0.03806331156
305	0.037936814
306	0.03786756112
307	0.03782537036
308	0.03774848982
309	0.03772846278
310	0.03768267918
311	0.03761341681
312	0.03749781384
313	0.03745995521
314	0.03739512887
315	0.03732644086
316	0.03727177229
317	0.03723108972
318	0.03716423878
319	0.0370389746
320	0.03700317428
321	0.03688303562
322	0.03684563664
323	0.03682803557
324	0.03678513662
325	0.03672672052
326	0.03661188844
327	0.03655281765
328	0.03651904966
329	0.03646747191
330	0.03645316723
331	0.03641913527
332	0.03640375287
333	0.03636301257
334	0.03634658742
335	0.03631415922
336	0.03628182236
337	0.0362241309
338	0.03619595945
339	0.03615639373
340	0.03604938059
341	0.03601803845
342	0.03600399331
343	0.03597541065
344	0.03592280924
345	0.03590925891
346	0.03587335262
347	0.03584445832
348	0.03567032633
349	0.03563695584
350	0.03561009055
351	0.03544271943
352	0.03541294002
353	0.03535409503
354	0.03529454728
355	0.03523580048
356	0.03508381273
357	0.03499157296
358	0.03496836112
359	0.03490961552
360	0.03489782103
361	0.03487055614
362	0.03481426089
363	0.03475766798
364	0.03470284661
365	0.0345486089
366	0.03440595289
367	0.03438051661
368	0.03421416309
369	0.03418928166
370	0.03413412415
371	0.0339898331
372	0.03397888292
373	0.03389227052
374	0.03387302757
375	0.03381996301
376	0.03367307911
377	0.03355637524
378	0.03353378449
379	0.03348117096
380	0.03342922945
381	0.03337795112
382	0.03322810395
383	0.03311373436
384	0.03309238896
385	0.03304156383
386	0.03299138567
387	0.03284503744
388	0.03273302186
389	0.03265528931
390	0.03257868761
391	0.03247287441
392	0.03245255818
393	0.03235872127
394	0.03228619242
395	0.03226656478
396	0.03221676733
397	0.03211493403
398	0.03197615757
399	0.03195772979
400	0.03190834647
401	0.03185958234
402	0.03181142981
403	0.03172190877
404	0.03162189465
405	0.03155569171
406	0.03149054591
407	0.03140633284
408	0.03127281994
409	0.03121807565
410	0.03115965402
411	0.03108061347
412	0.03101013536
413	0.03095373328
414	0.03087286376
415	0.03079512274
416	0.03072014001
417	0.03063008469
418	0.03055571509
419	0.03048819514
420	0.03043503117
421	0.03035926572
422	0.03027674733
423	0.0302064788
424	0.0301387138
425	0.03007521251
426	0.02996935842
427	0.0299088239
428	0.02984065084
429	0.02978162282
430	0.02970810085
431	0.02964058456
432	0.02956195468
433	0.02949596174
434	0.02943010975
435	0.02936571627
436	0.02928884506
437	0.02922250041
438	0.02915961755
439	0.02909519841
440	0.02902566357
441	0.02893145412
442	0.0288689409
443	0.02879479626
444	0.02873307982
445	0.02867288306
446	0.02861128647
447	0.02852036649
448	0.02846411954
449	0.02840097517
450	0.0283289743
451	0.02827129751
452	0.02821509703
453	0.02812779381
454	0.02806851695
455	0.0280107756
456	0.02795432171
457	0.02786757447
458	0.02779738172
459	0.02773742935
460	0.02768194956
461	0.02762903548
462	0.02757632142
463	0.02749208233
464	0.02743367124
465	0.02738128806
466	0.02732662616
467	0.02727339982
468	0.02722002767
469	0.02716699196
470	0.02708353524
471	0.02702957868
472	0.02697866859
473	0.02692654748
474	0.02684901669
475	0.02677866429
476	0.02673017094
477	0.02665252324
478	0.02660590547
479	0.02655359197
480	0.02650206574
481	0.02644908448
482	0.02640005498
483	0.02630711008
484	0.02626166532
485	0.02621279591
486	0.02613534593
487	0.02608845829
488	0.02604403266
489	0.02599943243
490	0.02595150908
491	0.02587970661
492	0.02583973016
493	0.02575189572
494	0.02571241834
495	0.02566779992
496	0.02562504249
497	0.02555517001
498	0.02550996326
499	0.02547175673
500	0.02542990012
501	0.02536738098
502	0.02528311465
503	0.0252455936
504	0.02519702784
505	0.02514641122
506	0.02510936282
507	0.02506683355
508	0.02498493557
509	0.02494831083
510	0.02490245859
511	0.02485947855
512	0.02482107436
513	0.02475778084
514	0.02471463397
515	0.02465173745
516	0.02460638812
517	0.02456328554
518	0.02452126461
519	0.02448026295
520	0.02440238834
521	0.02434489892
522	0.02431042405
523	0.02426004958
524	0.02422606406
525	0.02418313994
526	0.02414269943
527	0.02408239842
528	0.02403128046
529	0.0239818962
530	0.02394846087
531	0.0238792273
532	0.02384050746
533	0.02380179002
534	0.02374288935
535	0.02365876355
536	0.02361054725
537	0.02356209982
538	0.02351479756
539	0.02348281426
540	0.02344322824
541	0.02339532061
542	0.02331142063
543	0.02327971618
544	0.02324089545
545	0.02321283833
546	0.02317703725
547	0.02314643157
548	0.02310080749
549	0.02305550707
550	0.02302061076
551	0.02297641782
552	0.02290725103
553	0.02282888599
554	0.0227956488
555	0.02276045259
556	0.02272618127
557	0.02269250895
558	0.02263322735
559	0.02257898238
560	0.0225369161
561	0.02246101329
562	0.02242540964
563	0.02239080747
564	0.02234970829
565	0.0223152537
566	0.02228320826
567	0.02222771372
568	0.02219386896
569	0.02215909937
570	0.0220845467
571	0.0220594819
572	0.02202886279
573	0.02199608098
574	0.02197168204
575	0.02193990478
576	0.02191002477
577	0.02188625766
578	0.02185717489
579	0.02182539793
580	0.02179441733
581	0.02175620384
582	0.02173325237
583	0.02170594772
584	0.02167123106
585	0.02164400158
586	0.02161652349
587	0.0215857205
588	0.02155580987
589	0.02149418806
590	0.02146828522
591	0.02144293923
592	0.02141811026
593	0.02139094406
594	0.02135577359
595	0.02133452224
596	0.02130933495
597	0.02128060221
598	0.0212465036
599	0.02121205342
600	0.02118789992
601	0.02116424049
602	0.02111240621
603	0.02108472288
604	0.02107981429
605	0.02105444951
606	0.02103257915
607	0.02100999385
608	0.02100521497
609	0.02098196661
610	0.0209621905
611	0.02089817668
612	0.02087395344
613	0.02084746098
614	0.02084275853
615	0.02080947595
616	0.02080484551
617	0.02077832249
618	0.02077375368
619	0.02071600466
620	0.02069182017
621	0.02068730804
622	0.02064421428
623	0.02061815477
624	0.02061369429
625	0.02058815802
626	0.02051809276
627	0.02049437026
628	0.02044863057
629	0.02042551279
630	0.02040019577
631	0.02037543032
632	0.02037107153
633	0.02033494696
634	0.02031068052
635	0.02030608093
636	0.02028635875
637	0.02025101088
638	0.0202274801
639	0.02022328625
640	0.02018875358
641	0.0201843181
642	0.02015221425
643	0.02013301908
644	0.02010990393
645	0.02010552674
646	0.0200840082
647	0.02005096818
648	0.02003221654
649	0.02002789859
650	0.02000504604
651	0.01998654515
652	0.01996572337
653	0.01994704416
654	0.01992653163
655	0.01986331093
656	0.0197952998
657	0.01977308428
658	0.01976882218
659	0.01974847834
660	0.01973136627
661	0.01971151967
662	0.01970733626
663	0.01967674812
664	0.01964686568
665	0.01962501731
666	0.01962089076
667	0.01960341408
668	0.0195724475
669	0.01955524596
670	0.01953516399
671	0.01953109005
672	0.0195093364
673	0.01948326837
674	0.01946193871
675	0.01944506075
676	0.01942539889
677	0.01939810854
678	0.01937714759
679	0.01936061566
680	0.01934005845
681	0.01932013154
682	0.01931608265
683	0.01929082549
684	0.01927277717
685	0.01921364645
686	0.0191965132
687	0.01917711006
688	0.01917313701
689	0.0191568461
690	0.01913790825
691	0.0191339952
692	0.01911808632
693	0.019100052
694	0.01909619584
695	0.01907825124
696	0.01901524151
697	0.01899749088
698	0.01898271514
699	0.0189205382
700	0.01890120792
701	0.01889737504
702	0.01887121299
703	0.01881354639
704	0.01880976314
705	0.01879319406
706	0.01873211467
707	0.01871375883
708	0.01869822516
709	0.01863796244
710	0.01862036442
711	0.01861663274
712	0.01859927753
713	0.01858386651
714	0.01852431445
715	0.01851003021
716	0.01849273997
717	0.01843489451
718	0.01841066555
719	0.01839356622
720	0.0183795882
721	0.01836264222
722	0.01835894339
723	0.01834228304
724	0.0183171557
725	0.01829818701
726	0.01823488339
727	0.01821809592
728	0.01815951563
729	0.01813635467
730	0.0181216246
731	0.01805978107
732	0.01804328885
733	0.01802450086
734	0.01802085672
735	0.01801727136
736	0.01796088636
737	0.01793815646
738	0.01787601298
739	0.01785964687
740	0.01784323724
741	0.01778770272
742	0.01777154077
743	0.01775721228
744	0.01774144378
745	0.01772297308
746	0.01771943819
747	0.01766445147
748	0.01764051411
749	0.01762448703
750	0.01761039783
751	0.01759445574
752	0.01757866931
753	0.01756340593
754	0.01754787003
755	0.01748692083
756	0.01743260034
757	0.01741446055
758	0.01739934206
759	0.01738418479
760	0.01736718541
761	0.01736365568
762	0.01734149888
763	0.0173268334
764	0.01731036606
765	0.01725420708
766	0.01725071045
767	0.01719723153
768	0.01718346687
769	0.0171685268
770	0.01715339456
771	0.01710048303
772	0.01704586402
773	0.01699398559
774	0.01697955551
775	0.01696298244
776	0.01694937196
777	0.0169346246
778	0.01688095695
779	0.01683318001
780	0.01678242252
781	0.01676778859
782	0.01675342004
783	0.0167004424
784	0.01664860738
785	0.01659926332
786	0.01658256323
787	0.01656650634
788	0.01656296887
789	0.01651418823
790	0.01650068159
791	0.0164500703
792	0.01639247921
793	0.01634489892
794	0.01633026945
795	0.01631611153
796	0.01630065892
797	0.01625358333
798	0.01623912666
799	0.01618994229
800	0.01614394854
801	0.01609573813
802	0.01607877027
803	0.01606537552
804	0.0160202084
805	0.01600628235
806	0.01595895866
807	0.01590751178
808	0.01589312718
809	0.01587756196
810	0.01583340006
811	0.01581978381
812	0.01577393392
813	0.0157307483
814	0.01571645425
815	0.01569934814
816	0.01569574681
817	0.01568249723
818	0.01563706454
819	0.01559461682
820	0.01557084456
821	0.0155573399
822	0.01554405896
823	0.01553087685
824	0.01551691362
825	0.01547247027
826	0.01545798396
827	0.01541628323
828	0.01537207937
829	0.01533122497
830	0.01531415214
831	0.01530110387
832	0.01528730138
833	0.01524392228
834	0.01522177833
835	0.01520504352
836	0.01519038489
837	0.0151815317
838	0.01516866659
839	0.01512830602
840	0.01511359914
841	0.01509874133
842	0.01508210096
843	0.01503932214
844	0.01499763486
845	0.01495832669
846	0.01495466596
847	0.01490825436
848	0.0148697046
849	0.01485792704
850	0.01484632715
851	0.01483149562
852	0.01479128045
853	0.01478764307
854	0.0147499275
855	0.01470944132
856	0.014692611
857	0.01468900542
858	0.01467239982
859	0.01463535031
860	0.01462384669
861	0.01461112769
862	0.01457133825
863	0.01454832476
864	0.01453693537
865	0.01452432689
866	0.0144858716
867	0.01444977947
868	0.01443515013
869	0.0144239373
870	0.01438504336
871	0.01436357421
872	0.01434725068
873	0.01431009039
874	0.01430644788
875	0.01427124991
876	0.01425874159
877	0.01424434713
878	0.01423155012
879	0.0141967319
880	0.01415891139
881	0.01414258353
882	0.01410844004
883	0.01409729037
884	0.0140863083
885	0.01404455418
886	0.01403021704
887	0.01399491546
888	0.01396169182
889	0.01392548932
890	0.01391679934
891	0.01388424087
892	0.01387336466
893	0.0138626518
894	0.01384622491
895	0.01383766728
896	0.01380212152
897	0.0137810641
898	0.01376857942
899	0.01376012117
900	0.01372801408
901	0.01371619678
902	0.01370193923
903	0.01368575258
904	0.0136523672
905	0.01362093771
906	0.01358636514
907	0.01357027887
908	0.01356185908
909	0.01353101697
910	0.01352051037
911	0.01350811684
912	0.01347417953
913	0.01345202663
914	0.01344277106
915	0.01343443594
916	0.01340409277
917	0.01339495293
918	0.01338263077
919	0.01336857457
920	0.01335265915
921	0.01334441957
922	0.01331436378
923	0.01330558438
924	0.01329662942
925	0.01326336163
926	0.01322603604
927	0.01321217683
928	0.01320399671
929	0.01319054599
930	0.01315420162
931	0.013125203
932	0.01311481658
933	0.01310162331
934	0.01306955651
935	0.01304900139
936	0.01303311965
937	0.01302497579
938	0.01301696977
939	0.01298159362
940	0.01295339943
941	0.01293996102
942	0.01292418223
943	0.01291406464
944	0.01288264722
945	0.01284829077
946	0.012838291
947	0.01281094667
948	0.01279812369
949	0.01276425899
950	0.01275160408
951	0.01274359428
952	0.01271021946
953	0.01268003189
954	0.01264736953
955	0.01263762402
956	0.01261161929
957	0.01259914262
958	0.01258315651
959	0.0125505804
960	0.01254104913
961	0.01252881094
962	0.01249703123
963	0.01246797352
964	0.01246443915
965	0.01243333054
966	0.0124298442
967	0.01241784829
968	0.01239304259
969	0.01236174175
970	0.01234954091
971	0.01231938491
972	0.01229539292
973	0.01226494524
974	0.01225285336
975	0.01224940779
976	0.01223499354
977	0.01223160304
978	0.01220231421
979	0.0121989692
980	0.01217161046
981	0.01214294268
982	0.01213108452
983	0.0121082503
984	0.01207894964
985	0.01205120063
986	0.01203932205
987	0.01203601246
988	0.01201392726
989	0.011987838
990	0.01197130983
991	0.01196803165
992	0.01194108601
993	0.01193785225
994	0.01191403844
995	0.01190225016
996	0.01189051653
997	0.01186916895
998	0.01184584793
999	0.01183170253
